GRUPO;CONSULTA_PORTAL;TIPO_CONSULTA;FILTRO;CAMPO_PORTAL;PERMITE_SELECAO;PERMITE_CLIQUE;POSSUI_TOOTIP;TOOLTIP_DESCRICAO_PORTAL;OBSERVACAO;ORIGEM_DADOS;CAMPO_ORIGEM_DADOS;DIMENSAO_ORIGEM_DADOS;PERIODICIDADE_ATUALIZACAO_PORTAL;FREQUENCIA_ATUALIZACAO_PORTAL;HORARIO_ATUALIZACAO_PORTAL
Pessoal;diárias;Formulário de Detalhamento;Empenho da Despesa;Unidade Executora;não;não;não;;-;armazém SIAFI;Unidade Executora - nome;Unidade Executora;Diária;Terça a Sábado;Entre 4:30h a 5:30h
Pessoal;diárias;Formulário de Detalhamento;Empenho da Despesa;Código Função;não;não;não;;-;armazém SIAFI;Função - Código;Execução Orçamentária da Despesa >> Despesa Realizada >> Programa de Trabalho - Despesa;Diária;Terça a Sábado;Entre 4:30h a 5:30h
Pessoal;diárias;Formulário de Detalhamento;Empenho da Despesa;Função;não;não;não;;-;armazém SIAFI;Função - Descrição;Execução Orçamentária da Despesa >> Despesa Realizada >> Programa de Trabalho - Despesa;Diária;Terça a Sábado;Entre 4:30h a 5:30h
Pessoal;diárias;Formulário de Detalhamento;Empenho da Despesa;Código Subfunção;não;não;não;;-;armazém SIAFI;Subfunção - Código;Execução Orçamentária da Despesa >> Despesa Realizada >> Programa de Trabalho - Despesa;Diária;Terça a Sábado;Entre 4:30h a 5:30h
Pessoal;diárias;Formulário de Detalhamento;Empenho da Despesa;Subfunção;não;não;não;;-;armazém SIAFI;Subfunção - Descrição;Execução Orçamentária da Despesa >> Despesa Realizada >> Programa de Trabalho - Despesa;Diária;Terça a Sábado;Entre 4:30h a 5:30h
Pessoal;diárias;Formulário de Detalhamento;Empenho da Despesa;Código Programa;não;não;não;;-;armazém SIAFI;Programa - Código;Execução Orçamentária da Despesa >> Despesa Realizada >> Programa de Trabalho - Despesa;Diária;Terça a Sábado;Entre 4:30h a 5:30h
Pessoal;diárias;Formulário de Detalhamento;Empenho da Despesa;Programa;não;não;não;;-;armazém SIAFI;Programa - Descrição;Execução Orçamentária da Despesa >> Despesa Realizada >> Programa de Trabalho - Despesa;Diária;Terça a Sábado;Entre 4:30h a 5:30h
Pessoal;diárias;Formulário de Detalhamento;Empenho da Despesa;Código Ação;não;não;não;;-;armazém SIAFI;Projeto Atividade - Código;Execução Orçamentária da Despesa >> Despesa Realizada >> Programa de Trabalho - Despesa;Diária;Terça a Sábado;Entre 4:30h a 5:30h
Pessoal;diárias;Formulário de Detalhamento;Empenho da Despesa;Ação;não;não;não;;-;armazém SIAFI;Projeto Atividade - Descrição;Execução Orçamentária da Despesa >> Despesa Realizada >> Programa de Trabalho - Despesa;Diária;Terça a Sábado;Entre 4:30h a 5:30h
Pessoal;diárias;Formulário de Detalhamento;Empenho da Despesa;Código Categoria Econômica;não;não;não;;-;armazém SIAFI;Categoria Econômica Despesa - Código;Execução Orçamentária da Despesa >> Despesa Realizada >> Natureza da Despesa Realizada;Diária;Terça a Sábado;Entre 4:30h a 5:30h
Pessoal;diárias;Formulário de Detalhamento;Empenho da Despesa;Categoria Econômica;não;não;não;;-;armazém SIAFI;Categoria Econômica Despesa -Descrição;Execução Orçamentária da Despesa >> Despesa Realizada >> Natureza da Despesa Realizada;Diária;Terça a Sábado;Entre 4:30h a 5:30h
Pessoal;diárias;Formulário de Detalhamento;Empenho da Despesa;Código Grupo de Despesa;não;não;não;;-;armazém SIAFI;Grupo de Despesa - Código;Execução Orçamentária da Despesa >> Despesa Realizada >> Natureza da Despesa Realizada;Diária;Terça a Sábado;Entre 4:30h a 5:30h
Pessoal;diárias;Formulário de Detalhamento;Empenho da Despesa;Grupo de Despesa;não;não;não;;-;armazém SIAFI;Grupo de Despesa - Descrição;Execução Orçamentária da Despesa >> Despesa Realizada >> Natureza da Despesa Realizada;Diária;Terça a Sábado;Entre 4:30h a 5:30h
Pessoal;diárias;Formulário de Detalhamento;Empenho da Despesa;Código Elemento de Despesa;não;não;não;;-;armazém SIAFI;Elemento de Despesa - Código;Execução Orçamentária da Despesa >> Despesa Realizada >> Natureza da Despesa Realizada;Diária;Terça a Sábado;Entre 4:30h a 5:30h
Pessoal;diárias;Formulário de Detalhamento;Empenho da Despesa;Elemento de Despesa;não;não;não;;-;armazém SIAFI;Elemento de Despesa - Descrição;Execução Orçamentária da Despesa >> Despesa Realizada >> Natureza da Despesa Realizada;Diária;Terça a Sábado;Entre 4:30h a 5:30h
Pessoal;diárias;Formulário de Detalhamento;Empenho da Despesa;Código Item de Despesa;não;não;não;;-;armazém SIAFI;Item de Despesa - Código;Execução Orçamentária da Despesa >> Despesa Realizada >> Natureza da Despesa Realizada;Diária;Terça a Sábado;Entre 4:30h a 5:30h
Pessoal;diárias;Formulário de Detalhamento;Empenho da Despesa;Item de Despesa;não;não;não;;-;armazém SIAFI;Item de Despesa - Descrição;Execução Orçamentária da Despesa >> Despesa Realizada >> Natureza da Despesa Realizada;Diária;Terça a Sábado;Entre 4:30h a 5:30h
Pessoal;diárias;Formulário de Detalhamento;Empenho da Despesa;Código Modalidade de Aplicação;não;não;não;;-;armazém SIAFI;Modalidade de Aplicação - Código;Execução Orçamentária da Despesa >> Despesa Realizada >> Natureza da Despesa Realizada;Diária;Terça a Sábado;Entre 4:30h a 5:30h
Pessoal;diárias;Formulário de Detalhamento;Empenho da Despesa;Modalidade de Aplicação;não;não;não;;-;armazém SIAFI;Modalidade de Aplicação - Descrição;Execução Orçamentária da Despesa >> Despesa Realizada >> Natureza da Despesa Realizada;Diária;Terça a Sábado;Entre 4:30h a 5:30h
Pessoal;diárias;Formulário de Detalhamento;Empenho da Despesa;Tipo de Empenho;não;não;não;;-;armazém SIAFI;Tipo Empenho  - Descrição;Execução Orçamentária da Despesa >> Despesa Realizada >> Dados do Empenho - Despesa;Diária;Terça a Sábado;Entre 4:30h a 5:30h
Pessoal;diárias;Formulário de Detalhamento;Empenho da Despesa;Código Fonte de Recurso;não;não;não;;-;armazém SIAFI;Fonte de Recurso - Código;Execução Orçamentária da Despesa >> Despesa Realizada >> GMIFP - Despesa;Diária;Terça a Sábado;Entre 4:30h a 5:30h
Pessoal;diárias;Formulário de Detalhamento;Empenho da Despesa;Fonte de Recurso;não;não;não;;-;armazém SIAFI;Fonte de Recurso - Descrição;Execução Orçamentária da Despesa >> Despesa Realizada >> GMIFP - Despesa;Diária;Terça a Sábado;Entre 4:30h a 5:30h
Pessoal;diárias;Formulário de Detalhamento;Empenho da Despesa;Código Identificador de procedência e uso;não;não;não;;-;armazém SIAFI;Procedência - Código;Execução Orçamentária da Despesa >> Despesa Realizada >> GMIFP - Despesa;Diária;Terça a Sábado;Entre 4:30h a 5:30h
Pessoal;diárias;Formulário de Detalhamento;Empenho da Despesa;Identificador de procedência e uso;não;não;não;;-;armazém SIAFI;Procedência - Descrição;Execução Orçamentária da Despesa >> Despesa Realizada >> GMIFP - Despesa;Diária;Terça a Sábado;Entre 4:30h a 5:30h
Pessoal;diárias;Formulário de Detalhamento;Empenho da Despesa;Razão Social Credor ;não;não;não;;-;armazém SIAFI;Razão Social Credor;Execução Orçamentária da Despesa >> Despesa Realizada >> Credor - Despesa;Diária;Terça a Sábado;Entre 4:30h a 5:30h
Pessoal;diárias;Formulário de Detalhamento;Empenho da Despesa;CNPJ/CPF;não;não;não;;-;armazém SIAFI;CNPJ_CPF credor númerico;Execução Orçamentária da Despesa >> Despesa Realizada >> Credor - Despesa;Diária;Terça a Sábado;Entre 4:30h a 5:30h
Pessoal;diárias;Formulário de Detalhamento;Empenho da Despesa;Valor despesa empenhada ;não;não;não;;-;armazém SIAFI;valor inicial Empenho;Execução Orçamentária da Despesa >> Despesa Realizada ;Diária;Terça a Sábado;Entre 4:30h a 5:30h
Pessoal;diárias;Formulário de Detalhamento;Empenho da Despesa;Descrição Histórico do Empenho;não;não;não;;Campo não localizado no Armazém;armazém SIAFI;NÃO LOCALIZADO - Descrição do Empenho;;Diária;Terça a Sábado;Entre 4:30h a 5:30h
Pessoal;diárias;Formulário de Detalhamento;Reforço;Documento Nº;não;não;não;;-;armazém SIAFI;Sequencial - Reforço ;Execução Orçamentária da Despesa >> Despesa Realizada >> Dados Reforço / Anulação - Despesa;Diária;Terça a Sábado;Entre 4:30h a 5:30h
Pessoal;diárias;Formulário de Detalhamento;Reforço;Data do registro;não;não;não;;-;armazém SIAFI;Data Reforço/Anulação;Execução Orçamentária da Despesa >> Despesa Realizada >> Dados Reforço / Anulação - Despesa;Diária;Terça a Sábado;Entre 4:30h a 5:30h
Pessoal;diárias;Formulário de Detalhamento;Reforço;Valor do Documento;não;não;não;;-;armazém SIAFI;Valor Reforço Empenho;Execução Orçamentária da Despesa >> Despesa Realizada ;Diária;Terça a Sábado;Entre 4:30h a 5:30h
Pessoal;diárias;Formulário de Detalhamento;Anulação;Documento Nº;não;não;não;;-;armazém SIAFI;Sequencial - Anulação;Execução Orçamentária da Despesa >> Despesa Realizada >> Dados Reforço / Anulação - Despesa;Diária;Terça a Sábado;Entre 4:30h a 5:30h
Pessoal;diárias;Formulário de Detalhamento;Anulação;Data do registro;não;não;não;;-;armazém SIAFI;Data Reforço/Anulação;Execução Orçamentária da Despesa >> Despesa Realizada >> Dados Reforço / Anulação - Despesa;Diária;Terça a Sábado;Entre 4:30h a 5:30h
Pessoal;diárias;Formulário de Detalhamento;Anulação;Valor do Documento;não;não;não;;-;armazém SIAFI;Valor Anulação Empenho;Execução Orçamentária da Despesa >> Despesa Realizada ;Diária;Terça a Sábado;Entre 4:30h a 5:30h
Pessoal;diárias;Formulário de Detalhamento;Liquidação;Código do Documento;não;não;não;;-;armazém SIAFI;liquidação - sequencial;Execução Orçamentária da Despesa >> Despesa Realizada >> Dados da Liquidação - Despesa;Diária;Terça a Sábado;Entre 4:30h a 5:30h
Pessoal;diárias;Formulário de Detalhamento;Liquidação;Data Registro;não;não;não;;-;armazém SIAFI;Data Registro Doc Liquidação;Execução Orçamentária da Despesa >> Despesa Realizada >> Dados da Liquidação - Despesa;Diária;Terça a Sábado;Entre 4:30h a 5:30h
Pessoal;diárias;Formulário de Detalhamento;Liquidação;Nº Nota Fiscal;não;não;não;;Campo não localizado no Armazém;armazém SIAFI;NÃO LOCALIZADO - Nº Nota Fiscal - Formulário de liquidação;;Diária;Terça a Sábado;Entre 4:30h a 5:30h
Pessoal;diárias;Formulário de Detalhamento;Liquidação;CNPJ/CPF;não;não;não;;-;armazém SIAFI;CNPJ_CPF credor númerico;Execução Orçamentária da Despesa >> Despesa Realizada >> Credor - Despesa;Diária;Terça a Sábado;Entre 4:30h a 5:30h
Pessoal;diárias;Formulário de Detalhamento;Liquidação;Descrição do Favorecido;não;não;não;;-;armazém SIAFI;Razão Social Credor;Execução Orçamentária da Despesa >> Despesa Realizada >> Credor - Despesa;Diária;Terça a Sábado;Entre 4:30h a 5:30h
Pessoal;diárias;Formulário de Detalhamento;Liquidação;Valor Liquidado;não;não;não;;-;armazém SIAFI;valor despesa liquidada;Execução Orçamentária da Despesa >> Despesa Realizada ;Diária;Terça a Sábado;Entre 4:30h a 5:30h
Pessoal;diárias;Formulário de Detalhamento;Pagamento;Código do Documento;não;não;não;;-;armazém SIAFI;Número Docto Pagamento;Execução Orçamentária da Despesa >> Despesa Realizada >> Dados da Ordem de Pagamento - Despesa;Diária;Terça a Sábado;Entre 4:30h a 5:30h
Pessoal;diárias;Formulário de Detalhamento;Pagamento;Data Registro;não;não;não;;-;armazém SIAFI;Data de Registro;Execução Orçamentária da Despesa >> Despesa Realizada >> Dados da Ordem de Pagamento - Despesa;Diária;Terça a Sábado;Entre 4:30h a 5:30h
Pessoal;diárias;Formulário de Detalhamento;Pagamento;Situação da Ordem de Pagamento;não;não;não;;-;armazém SIAFI;Situação da Ordem de Pagamento - Descrição;Execução Orçamentária da Despesa >> Despesa Realizada >> Dados da Ordem de Pagamento - Despesa;Diária;Terça a Sábado;Entre 4:30h a 5:30h
Pessoal;diárias;Formulário de Detalhamento;Pagamento;CNPJ/CPF;não;não;não;;-;armazém SIAFI;CNPJ_CPF credor númerico;Execução Orçamentária da Despesa >> Despesa Realizada >> Credor - Despesa;Diária;Terça a Sábado;Entre 4:30h a 5:30h
Pessoal;diárias;Formulário de Detalhamento;Pagamento;Descrição do Favorecido;não;não;não;;-;armazém SIAFI;Razão Social Credor;Execução Orçamentária da Despesa >> Despesa Realizada >> Credor - Despesa;Diária;Terça a Sábado;Entre 4:30h a 5:30h
Pessoal;diárias;Formulário de Detalhamento;Pagamento;Valor Pago;não;não;não;;-;armazém SIAFI;Valor Pago Financeiro;Execução Orçamentária da Despesa >> Despesa Realizada ;Diária;Terça a Sábado;Entre 4:30h a 5:30h
Receita;Receita;Pesquisa Básica;;Ano;sim;sim;não;;Receita-classificação a partir de 2018;armazém SIAFI;Ano de exercício;Período Contábil ;Diária;Terça a Sábado;Entre 04:30h a 05:30hs
Receita;Receita;Pesquisa Básica;;Inicio/Fim;sim;sim;não;;Receita-classificação a partir de 2018;armazém SIAFI;Mês - Númerico;Período Contábil ;Diária;Terça a Sábado;Entre 04:30h a 05:30hs
Receita;Receita;Pesquisa Básica;Classificação da Receita;Desdobramento 1;não;não;sim;Desdobramento para identificação de peculiaridades de cada receita.;Receita-classificação a partir de 2018;armazém SIAFI;Nível 1 - Desdobramento - Descrição;Execução Orçamentária da Receita >> Receita Orçamentária >> Classificação Receita Orçamentária a partir de 2018;Diária;Terça a Sábado;Entre 04:30h a 05:30hs
Receita;Receita;Pesquisa Básica;Classificação da Receita;Desdobramento 2;não;não;sim;Desdobramento para identificação de peculiaridades de cada receita.;Receita-classificação a partir de 2018;armazém SIAFI;Nível 2 - Desdobramento - Descrição;Execução Orçamentária da Receita >> Receita Orçamentária >> Classificação Receita Orçamentária a partir de 2018;Diária;Terça a Sábado;Entre 04:30h a 05:30hs
Receita;Receita;Pesquisa Básica;Classificação da Receita;Desdobramento 3;não;sim;sim;Desdobramento para identificação de peculiaridades de cada receita.;Receita-classificação a partir de 2018;armazém SIAFI;Nível 3 - Desdobramento - Descrição;Execução Orçamentária da Receita >> Receita Orçamentária >> Classificação Receita Orçamentária a partir de 2018;Diária;Terça a Sábado;Entre 04:30h a 05:30hs
Receita;Receita;Pesquisa Básica;Classificação da Receita;Subitem da Receita;não;não;sim;Detalhamento da classificação orçamentária da receita referente ao item de receita.;Receita-classificação a partir de 2018;armazém SIAFI;Subitem Receita - Descrição;Execução Orçamentária da Receita >> Receita Orçamentária >> Classificação Receita Orçamentária a partir de 2018;Diária;Terça a Sábado;Entre 04:30h a 05:30hs
Receita;Receita;Pesquisa Básica;Classificação da Receita;Tipo de Receita;não;sim;sim;Identifica o tipo de arrecadação a que se refere a receita. Exemplo, receita de multas e juros, arrecadação principal e etc.;Receita-classificação a partir de 2018;armazém SIAFI;Tipo Receita - Descrição;Execução Orçamentária da Receita >> Receita Orçamentária >> Classificação Receita Orçamentária a partir de 2018;Diária;Terça a Sábado;Entre 04:30h a 05:30hs
Receita;Receita;Pesquisa Básica;Classificação da Receita;Origem da Receita;não;sim;sim;Detalhamento das categorias econômicas. Identifica a procedência das receitas no momento em que ingressam nos cofres públicos. Ex.: Impostos, taxas e contribuições de melhoria, Contribuições, Operações de crédito, Receita agropecuária, etc;Receita-classificação a partir de 2018;armazém SIAFI;Origem Receita - Descrição;Execução Orçamentária da Receita >> Receita Orçamentária >> Classificação Receita Orçamentária a partir de 2018;Diária;Terça a Sábado;Entre 04:30h a 05:30hs
Receita;Receita;Pesquisa Básica;Classificação da Receita;Categoria Econômica da Receita;não;não;sim;Primeiro nível de classificação orçamentária das receitas, dividindo-as em receitas correntes e receitas de capital.;Receita-classificação a partir de 2018;armazém SIAFI;Categoria Receita - Descrição;Execução Orçamentária da Receita >> Receita Orçamentária >> Classificação Receita Orçamentária a partir de 2018;Diária;Terça a Sábado;Entre 04:30h a 05:30hs
Receita;Receita;Pesquisa Básica;Classificação da Receita;Classificação da Receita;não;não;sim;"Classificação criada a fim de possibilitar a identificação detalhada dos recursos que ingressam nos cofres públicos. Os números representam, da esquerda para a direita: categoria econômica; origem da receita; espécie da receita; desdobramento 1 da receita, desdobramento 2 da receita, desdobramento 3 da receita, tipo da receita";Receita-classificação a partir de 2018;armazém SIAFI;Classificação Receita - Código;Execução Orçamentária da Receita >> Receita Orçamentária >> Classificação Receita Orçamentária a partir de 2018;Diária;Terça a Sábado;Entre 04:30h a 05:30hs
Receita;Receita;Pesquisa Básica;Classificação da Receita;Valor Arrecadado;não;não;sim;Valor financeiro que entrou nos cofres públicos no período consultado.;Receita-classificação a partir de 2018;armazém SIAFI;Valor Efetivado Ajustado;Execução Orçamentária da Receita >> Receita Orçamentária;Diária;Terça a Sábado;Entre 04:30h a 05:30hs
Receita;Receita;Pesquisa Básica;Classificação da Receita;Valor Previsto Atualizado;não;não;sim;Valor estimado inicial para arrecadação no ano consultado, previsto na Lei Orçamentária Anual, atualizado ao longo do ano.;Receita-classificação a partir de 2018;armazém SIAFI;Valor Previsto Atualizado;Execução Orçamentária da Receita >> Receita Orçamentária;Diária;Terça a Sábado;Entre 04:30h a 05:30hs
Receita;Receita;Pesquisa Básica;Classificação da Receita;Valor Previsto Inicial;não;não;sim;Valor estimado da arrecadação para o ano consultado, previsto na Lei Orçamentária Anual (LOA).;Receita-classificação a partir de 2018;armazém SIAFI;Valor Previsto Inicial;Execução Orçamentária da Receita >> Receita Orçamentária;Diária;Terça a Sábado;Entre 04:30h a 05:30hs
Receita;Receita;Pesquisa Básica;Classificação da Receita;Espécie da Receita;não;sim;sim;Nível da classificação vinculado à origem, detalha o fato gerador das receitas. Ex.: dentro da origem de receita “Impostos, taxas e contribuições de melhoria”, podemos identificar as espécies “taxas” e “impostos;Receita-classificação a partir de 2018;armazém SIAFI;Espécie Receita - Descrição;Execução Orçamentária da Receita >> Receita Orçamentária >> Classificação Receita Orçamentária a partir de 2018;Diária;Terça a Sábado;Entre 04:30h a 05:30hs
Receita;Receita;Pesquisa Básica;Classificação da Receita;Item da Receita;não;não;sim;Detalhamento da classificação orçamentária da receita referente ao tipo de receita;Receita-classificação a partir de 2018;armazém SIAFI;Item Receita - Descrição;Execução Orçamentária da Receita >> Receita Orçamentária >> Classificação Receita Orçamentária a partir de 2018;Diária;Terça a Sábado;Entre 04:30h a 05:30hs
Receita;Receita;Pesquisa Básica;Classificação da Receita;Código da Fonte de Recurso;não;não;não;;Receita-classificação a partir de 2018;armazém SIAFI;Fonte Recurso - Código;Execução Orçamentária da Receita >> Receita Orçamentária >>  Dados da Receita Orçamentária;Diária;Terça a Sábado;Entre 04:30h a 05:30hs
Receita;Receita;Pesquisa Básica;Classificação da Receita;Fonte de Recurso;não;não;sim;Indica a origem do dinheiro arrecadado. Combina a origem do dinheiro às despesas orçamentárias. Esta vinculação visa demonstrar o montante de dinheiro que já está comprometido com o atendimento de determinadas finalidades, e aquele que pode ser livremente alocado.;Receita-classificação a partir de 2018;armazém SIAFI;Fonte Recurso - Descrição;Execução Orçamentária da Receita >> Receita Orçamentária >>  Dados da Receita Orçamentária;Diária;Terça a Sábado;Entre 04:30h a 05:30hs
Receita;Receita;Pesquisa Básica;Classificação da Receita;% Arrecadado;não;não;sim;Relação entre o valor arrecadado e o valor previsto inicial.;Receita-classificação a partir de 2018;#NA;CAMPO DISPONÍVEL APENAS NO PORTAL ;;Diária;Terça a Sábado;Entre 04:30h a 05:30hs
Receita;Receita;Pesquisa Básica;Órgão;Órgão;não;sim;sim;Entidade da administração direta, inclusive fundo ou órgão autônomo e da administração indireta a que o orçamento consigna dotações especificas para realização de seus programas de trabalho.;Receita-classificação a partir de 2018;armazém SIAFI;Unidade Orçamentária - nome;Unidade Orçamentária;Diária;Terça a Sábado;Entre 04:30h a 05:30hs
Receita;Receita;Pesquisa Básica;Órgão;Desdobramento 1;não;não;sim;Desdobramento para identificação de peculiaridades de cada receita.;Receita-classificação a partir de 2018;armazém SIAFI;Nível 1 - Desdobramento - Descrição;Execução Orçamentária da Receita >> Receita Orçamentária >> Classificação Receita Orçamentária a partir de 2018;Diária;Terça a Sábado;Entre 04:30h a 05:30hs
Receita;Receita;Pesquisa Básica;Órgão;Desdobramento 2;não;não;sim;Desdobramento para identificação de peculiaridades de cada receita.;Receita-classificação a partir de 2018;armazém SIAFI;Nível 2 - Desdobramento - Descrição;Execução Orçamentária da Receita >> Receita Orçamentária >> Classificação Receita Orçamentária a partir de 2018;Diária;Terça a Sábado;Entre 04:30h a 05:30hs
Receita;Receita;Pesquisa Básica;Órgão;Desdobramento 3;não;sim;sim;Desdobramento para identificação de peculiaridades de cada receita.;Receita-classificação a partir de 2018;armazém SIAFI;Nível 3 - Desdobramento - Descrição;Execução Orçamentária da Receita >> Receita Orçamentária >> Classificação Receita Orçamentária a partir de 2018;Diária;Terça a Sábado;Entre 04:30h a 05:30hs
Receita;Receita;Pesquisa Básica;Órgão;Subitem da Receita;não;não;sim;Detalhamento da classificação orçamentária da receita referente ao item de receita.;Receita-classificação a partir de 2018;armazém SIAFI;Subitem Receita - Descrição;Execução Orçamentária da Receita >> Receita Orçamentária >> Classificação Receita Orçamentária a partir de 2018;Diária;Terça a Sábado;Entre 04:30h a 05:30hs
Receita;Receita;Pesquisa Básica;Órgão;Tipo de Receita;não;sim;sim;Identifica o tipo de arrecadação a que se refere a receita. Exemplo, receita de multas e juros, arrecadação principal e etc.;Receita-classificação a partir de 2018;armazém SIAFI;Tipo Receita - Descrição;Execução Orçamentária da Receita >> Receita Orçamentária >> Classificação Receita Orçamentária a partir de 2018;Diária;Terça a Sábado;Entre 04:30h a 05:30hs
Receita;Receita;Pesquisa Básica;Órgão;Origem da Receita;não;sim;sim;Detalhamento das categorias econômicas. Identifica a procedência das receitas no momento em que ingressam nos cofres públicos. Ex.: Impostos, taxas e contribuições de melhoria, Contribuições, Operações de crédito, Receita agropecuária, etc;Receita-classificação a partir de 2018;armazém SIAFI;Origem Receita - Descrição;Execução Orçamentária da Receita >> Receita Orçamentária >> Classificação Receita Orçamentária a partir de 2018;Diária;Terça a Sábado;Entre 04:30h a 05:30hs
Receita;Receita;Pesquisa Básica;Órgão;Categoria Econômica da Receita;não;não;sim;Primeiro nível de classificação orçamentária das receitas, dividindo-as em receitas correntes e receitas de capital.;Receita-classificação a partir de 2018;armazém SIAFI;Categoria Receita - Descrição;Execução Orçamentária da Receita >> Receita Orçamentária >> Classificação Receita Orçamentária a partir de 2018;Diária;Terça a Sábado;Entre 04:30h a 05:30hs
Receita;Receita;Pesquisa Básica;Órgão;Classificação da Receita;não;não;sim;"Classificação criada a fim de possibilitar a identificação detalhada dos recursos que ingressam nos cofres públicos. Os números representam, da esquerda para a direita: categoria econômica; origem da receita; espécie da receita; desdobramento 1 da receita, desdobramento 2 da receita, desdobramento 3 da receita, tipo da receita";Receita-classificação a partir de 2018;armazém SIAFI;Classificação Receita - Código;Execução Orçamentária da Receita >> Receita Orçamentária >> Classificação Receita Orçamentária a partir de 2018;Diária;Terça a Sábado;Entre 04:30h a 05:30hs
Receita;Receita;Pesquisa Básica;Órgão;Valor Arrecadado;não;não;sim;Valor financeiro que entrou nos cofres públicos no período consultado.;Receita-classificação a partir de 2018;armazém SIAFI;Valor Efetivado Ajustado;Execução Orçamentária da Receita >> Receita Orçamentária;Diária;Terça a Sábado;Entre 04:30h a 05:30hs
Receita;Receita;Pesquisa Básica;Órgão;Valor Previsto Atualizado;não;não;sim;Valor estimado inicial para arrecadação no ano consultado, previsto na Lei Orçamentária Anual, atualizado ao longo do ano.;Receita-classificação a partir de 2018;armazém SIAFI;Valor Previsto Atualizado;Execução Orçamentária da Receita >> Receita Orçamentária;Diária;Terça a Sábado;Entre 04:30h a 05:30hs
Receita;Receita;Pesquisa Básica;Órgão;Valor Previsto Inicial;não;não;sim;Valor estimado da arrecadação para o ano consultado, previsto na Lei Orçamentária Anual (LOA).;Receita-classificação a partir de 2018;armazém SIAFI;Valor Previsto Inicial;Execução Orçamentária da Receita >> Receita Orçamentária;Diária;Terça a Sábado;Entre 04:30h a 05:30hs
Receita;Receita;Pesquisa Básica;Órgão;Espécie da Receita;não;sim;sim;Nível da classificação vinculado à origem, detalha o fato gerador das receitas. Ex.: dentro da origem de receita “Impostos, taxas e contribuições de melhoria”, podemos identificar as espécies “taxas” e “impostos;Receita-classificação a partir de 2018;armazém SIAFI;Espécie Receita - Descrição;Execução Orçamentária da Receita >> Receita Orçamentária >> Classificação Receita Orçamentária a partir de 2018;Diária;Terça a Sábado;Entre 04:30h a 05:30hs
Receita;Receita;Pesquisa Básica;Órgão;Item da Receita;não;não;sim;Detalhamento da classificação orçamentária da receita referente ao tipo de receita;Receita-classificação a partir de 2018;armazém SIAFI;Item Receita - Descrição;Execução Orçamentária da Receita >> Receita Orçamentária >> Classificação Receita Orçamentária a partir de 2018;Diária;Terça a Sábado;Entre 04:30h a 05:30hs
Receita;Receita;Pesquisa Básica;Órgão;Código da Fonte de Recurso;não;não;não;;Receita-classificação a partir de 2018;armazém SIAFI;Fonte Recurso - Código;Execução Orçamentária da Receita >> Receita Orçamentária >>  Dados da Receita Orçamentária;Diária;Terça a Sábado;Entre 04:30h a 05:30hs
Receita;Receita;Pesquisa Básica;Órgão;Fonte de Recurso;não;não;sim;Indica a origem do dinheiro arrecadado. Combina a origem do dinheiro às despesas orçamentárias. Esta vinculação visa demonstrar o montante de dinheiro que já está comprometido com o atendimento de determinadas finalidades, e aquele que pode ser livremente alocado.;Receita-classificação a partir de 2018;armazém SIAFI;Fonte Recurso - Descrição;Execução Orçamentária da Receita >> Receita Orçamentária >>  Dados da Receita Orçamentária;Diária;Terça a Sábado;Entre 04:30h a 05:30hs
Receita;Receita;Pesquisa Básica;Órgão;% Arrecadado;não;não;sim;Relação entre o valor arrecadado e o valor previsto inicial.;Receita-classificação a partir de 2018;#NA;CAMPO DISPONÍVEL APENAS NO PORTAL ;;Diária;Terça a Sábado;Entre 04:30h a 05:30hs
Receita;Receita;Pesquisa Avançada;Checkbox;Ano;sim;não;não;;Receita-classificação a partir de 2018;armazém SIAFI;Ano de exercício;Período Contábil ;Diária;Terça a Sábado;Entre 04:30h a 05:30hs
Receita;Receita;Pesquisa Avançada;Checkbox;Inicio/Fim;sim;não;não;;Receita-classificação a partir de 2018;armazém SIAFI;Mês - Númerico;Período Contábil ;Diária;Terça a Sábado;Entre 04:30h a 05:30hs
Receita;Receita;Pesquisa Avançada;Checkbox;Desdobramento 1;sim;não;não;;Receita-classificação a partir de 2018;armazém SIAFI;Nível 1 - Desdobramento - Descrição;Execução Orçamentária da Receita >> Receita Orçamentária >> Classificação Receita Orçamentária a partir de 2018;Diária;Terça a Sábado;Entre 04:30h a 05:30hs
Receita;Receita;Pesquisa Avançada;Checkbox;Desdobramento 2;sim;não;não;;Receita-classificação a partir de 2018;armazém SIAFI;Nível 2 - Desdobramento - Descrição;Execução Orçamentária da Receita >> Receita Orçamentária >> Classificação Receita Orçamentária a partir de 2018;Diária;Terça a Sábado;Entre 04:30h a 05:30hs
Receita;Receita;Pesquisa Avançada;Checkbox;Desdobramento 3;sim;não;não;;Receita-classificação a partir de 2018;armazém SIAFI;Nível 3 - Desdobramento - Descrição;Execução Orçamentária da Receita >> Receita Orçamentária >> Classificação Receita Orçamentária a partir de 2018;Diária;Terça a Sábado;Entre 04:30h a 05:30hs
Receita;Receita;Pesquisa Avançada;Checkbox;Subitem da Receita;sim;não;não;;Receita-classificação a partir de 2018;armazém SIAFI;Subitem Receita - Descrição;Execução Orçamentária da Receita >> Receita Orçamentária >> Classificação Receita Orçamentária a partir de 2018;Diária;Terça a Sábado;Entre 04:30h a 05:30hs
